id_cliente,nome,cpf,data_nascimento,renda_mensal,regiao
731,Sr. Mathias Pacheco,382.495.016-24,2005-07-09,18001.52,Sudeste
732,Bruna Moreira,245.068.739-47,1945-12-30,12352.04,Nordeste
733,Luana Silveira,407.586.932-65,1970-08-31,10137.17,Norte
734,Lara Novaes,451.327.098-50,1955-02-28,4115.99,Centro-Oeste
735,Kaique Mendes,723.814.596-00,1944-04-15,14771.7,Sudeste
736,Luiz Gustavo da Rocha,942.537.810-04,1981-10-18,5694.96,Sul
737,Maria Luiza da Luz,483.279.165-64,1974-07-26,10106.3,Centro-Oeste
738,Gustavo Barros,168.254.907-02,1976-09-09,5165.07,Sudeste
739,João Vitor Almeida,359.420.167-80,1969-01-13,15141.3,Sul
740,Isabelly Correia,754.189.360-93,1967-02-21,16004.27,Centro-Oeste
741,Laura Monteiro,826.957.304-38,1975-11-26,4071.78,Nordeste
742,Vitor Barbosa,421.560.987-94,1948-04-17,13412.0,Sul
743,Mariana Leão,519.086.273-95,1969-06-14,19930.34,Norte
744,Sr. Raul Araújo,634.072.589-92,1990-02-28,10372.26,Sudeste
745,Srta. Maria Cecília Correia,432.981.756-09,1951-06-08,4791.31,Centro-Oeste
746,Dra. Ana Lívia Pires,401.893.567-66,1963-06-26,5190.66,Norte
747,Gael Fernandes,192.438.675-55,1991-02-18,16968.6,Norte
748,Ravi Silveira,601.253.849-98,1949-10-13,17497.18,Nordeste
749,Lívia Guerra,164.359.780-93,1990-11-27,15111.42,Sudeste
750,Sr. Guilherme da Rocha,581.260.749-49,1975-05-02,12946.53,Sudeste
751,Erick Barbosa,985.726.134-55,1987-03-02,8049.74,Sudeste
752,Arthur Miguel Martins,037.194.526-70,1982-01-08,10592.05,Nordeste
753,Kamilly Silveira,874.369.502-74,1947-04-28,17473.6,Norte
754,Bárbara Almeida,048.753.619-39,1994-10-21,9333.69,Sul
755,Bernardo Fonseca,614.352.879-91,1975-03-30,8514.79,Sudeste
756,Dr. João Miguel Nascimento,324.106.598-70,1970-03-06,17595.04,Nordeste
757,Nicolas Moraes,794.320.165-52,1961-07-01,16066.17,Nordeste
758,Isabelly Garcia,046.791.283-13,1990-10-30,19850.53,Nordeste
759,Clara Câmara,942.306.857-00,2004-03-02,18334.9,Sudeste
760,Srta. Nina Brito,596.840.327-65,1987-05-19,8293.1,Nordeste
761,Luiz Miguel da Luz,906.285.374-92,1984-01-11,12999.64,Norte
762,Igor Moraes,538.167.240-35,1983-09-12,3499.79,Sudeste
763,Leandro Silveira,715.324.960-52,1961-08-24,18271.62,Nordeste
764,Vitor Sousa,054.176.293-16,1958-10-04,5513.32,Nordeste
765,Davi Luiz Melo,468.537.029-56,1986-02-27,4438.56,Sul
766,Miguel Moura,913.872.504-50,1999-09-19,2313.52,Norte
767,Srta. Mirella Abreu,682.137.409-04,1969-08-08,5697.39,Sudeste
768,Maria Vieira,379.521.460-25,1995-11-12,8695.4,Norte
769,Raul Silveira,307.524.968-83,1966-04-19,13589.8,Norte
770,Vitor Hugo Casa Grande,873.214.096-78,1957-05-17,8430.55,Norte
771,Ayla Caldeira,371.890.542-60,1948-06-17,8581.87,Centro-Oeste
772,Nicolas da Mata,301.425.967-52,1991-01-18,13478.0,Norte
773,João Vitor Mendes,435.782.901-14,1986-03-13,15695.99,Sudeste
774,Camila Novaes,920.615.438-98,1979-01-08,19426.6,Centro-Oeste
775,Enzo Gabriel Pacheco,956.287.034-00,1974-03-19,17790.48,Nordeste
776,Pedro Lucas Fernandes,269.031.574-25,1949-08-03,9526.77,Sudeste
777,Matheus Rezende,750.146.839-75,1968-01-11,16748.78,Norte
778,Laura Porto,246.397.180-04,1953-05-31,9539.24,Centro-Oeste
779,Mariana Barbosa,510.724.389-41,1969-04-16,19023.08,Norte
780,Rafaela Abreu,670.591.342-80,2001-03-14,4173.8,Sudeste
781,Maria Clara Aparecida,975.280.614-76,1981-02-28,8207.81,Centro-Oeste
782,Sr. Paulo Campos,137.896.450-01,1974-06-03,14991.64,Sul
783,Hadassa Pacheco,983.162.057-77,1978-01-11,11136.73,Norte
784,Luiza Machado,652.894.317-64,1962-05-31,17039.24,Sudeste
785,Ian da Mata,628.473.590-10,1992-01-10,9481.0,Sudeste
786,Ana Laura Porto,347.829.650-10,1982-06-06,11258.21,Sudeste
787,Raul Castro,061.425.938-05,1977-01-22,6125.24,Nordeste
788,Dra. Raquel Santos,751.243.908-32,1965-10-16,3336.45,Sul
789,Carlos Eduardo Melo,986.714.025-76,1985-07-02,18795.51,Sul
790,Emanuel Costa,081.237.569-68,1973-03-11,13160.06,Centro-Oeste
791,Aurora Gomes,349.827.150-41,1990-06-12,9591.78,Sul
792,Srta. Lavínia Martins,261.537.908-95,1951-10-01,2682.56,Norte
793,Dr. Otávio Pires,824.561.097-67,1956-03-05,10637.46,Sudeste
794,Calebe Farias,540.712.693-16,1969-11-02,3818.52,Sul
795,Dr. Ian Gonçalves,948.367.201-50,1959-02-18,10118.04,Centro-Oeste
796,Ravy Peixoto,198.673.540-01,1979-06-04,1093.86,Nordeste
797,Nathan Nascimento,084.295.367-10,1973-02-17,7139.48,Sul
798,Davi Lucas Ramos,712.058.369-77,1951-02-01,17490.45,Centro-Oeste
799,Ana Liz Camargo,051.439.728-41,1956-10-26,10288.09,Sudeste
800,Maria Laura Ramos,736.198.024-40,1982-12-02,11112.65,Sul
801,Marina Siqueira,743.580.296-47,1986-08-02,3727.3,Nordeste
802,Marcelo Pires,713.850.426-80,1999-06-15,4835.22,Nordeste
803,Sr. Davi Miguel da Costa,876.130.425-53,1992-10-17,4578.63,Sul
804,Maria Alice da Cunha,046.385.297-47,2004-09-16,9431.25,Sul
805,Lorena Souza,612.453.789-37,1972-04-07,19303.59,Nordeste
806,Melina das Neves,412.863.079-96,1992-05-23,13571.01,Nordeste
807,Maria Fernanda Alves,801.264.953-51,1963-06-30,8111.64,Nordeste
808,Marcela Viana,046.718.935-84,1956-05-18,5638.8,Nordeste
809,Kevin Correia,842.931.576-46,1994-02-03,17509.19,Norte
810,Sra. Maria Alice Porto,391.752.860-68,1999-01-17,1577.35,Norte
811,Maria Luísa Vasconcelos,586.913.427-73,1985-01-09,14101.01,Norte
812,Lorena Montenegro,670.482.139-22,1946-09-02,12411.58,Sul
813,Bárbara Aparecida,702.468.519-02,1968-10-07,13672.46,Norte
814,Dr. Thomas Araújo,062.153.489-70,1961-06-29,3025.27,Sudeste
815,Bruna Silveira,754.613.098-01,2002-02-03,4026.46,Norte
816,Eloah Cavalcante,072.961.854-49,1945-11-26,17462.33,Norte
817,Ravi Lucca Nogueira,039.512.476-06,1979-01-05,17544.32,Norte
818,Srta. Maria Alice Rocha,807.495.236-38,1994-04-23,2719.15,Norte
819,Luiza Leão,914.235.068-98,1974-06-24,3073.08,Nordeste
820,Emanuel Barbosa,923.706.154-43,2006-08-26,8678.67,Sudeste
821,Dr. Luiz Miguel Sales,871.690.243-22,1950-10-17,13684.27,Nordeste
822,Isaque Garcia,491.682.570-58,1975-12-26,15483.42,Norte
823,Bruno Aragão,463.291.587-46,1959-05-30,7026.72,Sul
824,Anthony Gabriel Barros,386.049.751-01,1951-02-03,16538.85,Norte
825,Maria Júlia da Costa,125.304.689-15,1969-12-18,7239.24,Norte
826,Emilly Costa,165.340.798-01,2001-12-04,7962.77,Sul
827,Letícia Barros,276.139.485-28,1956-08-11,8227.97,Sul
828,Raquel Lima,085.741.639-10,1984-07-15,9525.18,Norte
829,Joana Rezende,458.037.216-62,1994-08-22,11368.05,Centro-Oeste
830,Josué Mendonça,250.487.139-23,1949-08-07,5318.12,Nordeste
831,Bento Siqueira,176.205.839-12,2001-04-14,12154.17,Nordeste
832,Diogo da Mota,561.943.072-34,1944-09-29,15427.54,Norte
833,Ana Beatriz Almeida,910.874.653-20,1955-11-26,8215.93,Nordeste
834,Breno da Paz,074.625.138-62,1966-12-16,19078.09,Nordeste
835,Dr. Rafael Viana,071.352.964-43,1975-07-02,10104.46,Sul
836,Catarina Siqueira,281.736.049-40,1999-07-06,16461.56,Norte
837,Mariane Garcia,694.250.873-00,2004-09-18,8223.72,Nordeste
838,Stephany Vargas,538.491.076-39,1998-09-07,11005.85,Sudeste
839,Lorenzo Castro,520.683.741-53,1950-06-16,10057.21,Centro-Oeste
840,Dra. Ana Júlia Vasconcelos,760.932.185-03,1990-04-05,15532.78,Nordeste
841,Lucas Marques,274.953.601-43,1971-05-19,14594.33,Centro-Oeste
842,Maria Julia Albuquerque,805.327.416-17,1946-11-03,1346.42,Centro-Oeste
843,Bianca Silva,857.392.104-88,1981-08-24,1143.69,Sul
844,Luara Rezende,632.018.475-26,1974-01-01,18062.58,Norte
845,Alexia Melo,793.425.860-74,1953-12-12,13439.17,Centro-Oeste
846,Maria Cecília Sampaio,584.932.607-38,1978-09-06,2145.08,Sul
847,Mariah Campos,350.284.197-79,1967-12-04,10104.48,Centro-Oeste
848,Cecília da Mata,849.703.621-22,1997-03-14,2927.0,Sul
849,João Guilherme Machado,798.510.346-57,1972-05-21,12729.68,Sul
850,Gustavo da Cruz,418.359.027-23,1962-08-11,6412.59,Centro-Oeste
851,Dr. Fernando Melo,730.465.892-47,2006-03-06,18662.51,Sudeste
852,Hellena Mendonça,458.120.396-15,1982-05-22,11244.06,Nordeste
853,Pedro Lucas Castro,476.982.315-00,1995-06-25,12596.34,Nordeste
854,Srta. Lara Sales,079.685.243-00,1974-01-31,8598.2,Sul
855,Srta. Laura Aparecida,847.926.503-56,1961-05-14,8857.43,Norte
856,Alice da Luz,214.837.965-82,1997-06-29,10927.14,Sudeste
857,Luiz Miguel Almeida,453.879.612-37,1972-12-29,4447.33,Sul
858,Maysa Borges,397.401.865-48,1982-01-04,4507.12,Norte
859,Valentim Borges,172.904.856-02,1991-09-24,11778.93,Nordeste
860,Camila da Rosa,075.498.631-48,1998-07-02,18437.3,Sudeste
861,Natália Duarte,458.217.903-79,1990-01-20,10187.37,Norte
862,Melina Leão,756.430.982-29,1993-06-08,8096.68,Sul
863,Elisa Novaes,729.546.318-64,1951-05-02,13029.88,Centro-Oeste
864,Elisa Rezende,395.081.276-86,2002-01-20,1049.1,Sul
865,Diego Vargas,803.925.746-83,1983-04-06,17799.92,Norte
866,Maria Cecília Gonçalves,957.812.640-94,2003-02-14,16081.13,Nordeste
867,Henrique Novais,237.196.850-12,1963-01-09,4320.7,Norte
868,Asafe Rodrigues,519.807.364-48,1999-10-20,16957.36,Norte
869,Maria Liz da Rosa,724.359.801-32,1950-02-18,5500.54,Sul
870,Lara Cassiano,924.581.673-73,1946-05-10,6739.15,Centro-Oeste
871,Gabriel Leão,379.845.620-83,1999-02-24,17172.31,Nordeste
872,Sr. Guilherme Fernandes,540.672.983-74,2001-07-19,16381.07,Centro-Oeste
873,Ester Porto,470.586.329-10,1984-06-04,12853.33,Norte
874,Sr. Miguel Novais,183.752.460-26,1975-02-05,9054.95,Sul
875,Nicole Pires,584.721.639-46,1990-05-06,4192.27,Centro-Oeste
876,Ana Liz Santos,736.408.291-31,1999-02-03,17515.93,Norte
877,Ísis da Paz,036.485.172-44,1951-03-29,5118.06,Norte
878,Ana Laura Machado,510.423.897-05,1969-06-16,4390.47,Sul
879,Bento Lima,705.296.348-56,1990-01-03,13197.46,Sudeste
880,Dr. Marcos Vinicius Viana,504.128.739-23,1952-09-19,4917.54,Centro-Oeste
881,Alexia Lima,369.504.817-48,1947-03-30,5406.99,Sul
882,Bella da Paz,230.874.916-40,1962-06-20,12295.05,Norte
883,Murilo Jesus,930.514.287-79,1970-01-26,19767.92,Centro-Oeste
884,Vitor Hugo Barros,906.584.713-84,2003-12-19,12343.89,Nordeste
885,Evelyn Brito,475.860.921-76,1980-08-18,8682.06,Sul
886,Bryan Gonçalves,231.976.458-55,1983-03-25,14634.36,Norte
887,José Miguel Santos,914.086.273-96,1973-11-19,1300.6,Sudeste
888,Emanuelly da Luz,946.712.385-19,1988-04-04,16555.43,Sudeste
889,Srta. Letícia Montenegro,764.039.218-78,1952-11-03,14762.44,Nordeste
890,Hellena Freitas,908.415.372-32,2000-03-31,18204.97,Sul
891,Sarah Nascimento,523.470.891-88,1986-09-06,2508.97,Sul
892,João Sales,674.910.325-16,1968-08-08,17989.63,Centro-Oeste
893,Sr. Luiz Fernando Teixeira,574.683.921-37,1957-07-10,8622.57,Norte
894,Danilo das Neves,435.207.186-26,1971-05-31,5306.47,Norte
895,Ana Clara Cavalcanti,026.379.841-04,1978-04-27,12725.96,Sul
896,Vinicius Pires,403.219.586-24,1996-02-23,10862.14,Nordeste
897,Vicente Pastor,548.093.267-56,2006-02-15,13722.45,Sudeste
898,Leandro Rezende,679.043.218-31,1989-05-10,5440.53,Sul
899,Maria Liz Rios,925.137.468-64,1983-08-19,6151.8,Nordeste
900,Heloísa Macedo,678.329.150-21,1991-02-08,13922.51,Sudeste
901,Isabelly Monteiro,351.649.208-24,2006-07-12,7162.34,Centro-Oeste
902,Isadora Barbosa,769.320.548-92,1955-01-15,4616.17,Nordeste
903,Alícia Vasconcelos,091.487.623-69,1947-03-28,19888.65,Nordeste
904,Maria Luiza Brito,420.563.198-70,1975-09-07,7895.94,Centro-Oeste
905,Asafe Gonçalves,560.824.319-60,2004-08-07,14882.36,Sudeste
906,Clarice Sá,058.364.712-07,1946-03-04,2142.7,Sudeste
907,Dr. Luiz Otávio Camargo,193.258.064-60,1992-04-17,2686.58,Sul
908,Lucas Marques,719.463.082-69,1984-12-16,4330.76,Norte
909,Otto Abreu,765.018.349-10,1963-03-18,4239.08,Nordeste
910,Srta. Yasmin Freitas,402.869.713-13,1982-08-23,2836.85,Norte
911,Isadora Cassiano,687.024.931-87,1991-08-23,16614.32,Sudeste
912,Yuri Andrade,692.145.073-25,1970-09-11,7603.86,Sudeste
913,Francisco Novaes,017.624.395-06,1985-02-01,19643.49,Centro-Oeste
914,Alícia Vieira,267.958.130-02,1950-07-29,18616.38,Sul
915,Levi Vargas,524.863.079-74,1963-06-05,3276.75,Centro-Oeste
916,Zoe Ribeiro,379.062.541-80,1983-08-31,3895.9,Sul
917,Pedro Lucas Andrade,143.065.972-61,1974-12-23,15006.42,Sudeste
918,Nicolas Aparecida,905.682.143-15,1954-02-25,5629.48,Sul
919,Dom Fernandes,073.564.298-29,2005-01-15,2765.65,Nordeste
920,Stella da Paz,581.294.673-64,1950-10-03,15970.14,Norte
921,Benjamim Azevedo,426.790.318-22,1972-10-12,12561.24,Sudeste
922,Bruno Duarte,346.259.817-19,1963-05-26,15858.53,Nordeste
923,Laura Leão,927.604.135-43,1958-08-07,2199.07,Sudeste
924,Dr. Pedro Henrique da Mota,875.164.203-44,1970-01-01,6759.44,Nordeste
925,Sophia Melo,683.127.059-02,1999-12-29,7491.82,Norte
926,Laura Campos,512.908.673-21,1996-12-29,2665.21,Centro-Oeste
927,José Miguel Mendes,548.602.179-85,1995-09-20,5542.05,Norte
928,Maria Júlia Viana,183.760.945-48,1945-10-06,6804.96,Sudeste
929,Joaquim Vargas,306.542.819-98,1976-07-30,6314.37,Nordeste
930,Ana Clara Sales,362.591.807-21,1957-04-03,12411.29,Centro-Oeste
931,Sr. Léo Montenegro,930.861.724-87,1953-09-12,15939.24,Sudeste
932,Dr. Benjamin Nascimento,971.586.243-82,1951-05-17,17177.07,Nordeste
933,Olivia Costa,735.649.012-99,1998-07-14,10521.91,Norte
934,Caleb Nascimento,379.148.250-50,1948-11-01,3210.96,Nordeste
935,Rebeca Siqueira,548.213.679-55,1946-12-12,12931.05,Nordeste
936,Liam Viana,681.709.435-66,1989-12-28,17493.08,Centro-Oeste
937,Maria Liz Sousa,753.109.462-25,1952-05-10,16010.58,Sudeste
938,Emanuelly Cardoso,413.067.952-06,1977-06-29,16555.97,Sul
939,Emilly Rodrigues,016.753.982-59,1958-05-27,1434.98,Centro-Oeste
940,Srta. Maria Alice Fonseca,842.951.370-14,2000-11-05,14204.07,Nordeste
941,Ana Carolina Peixoto,104.627.589-58,2005-08-01,19189.13,Nordeste
942,João Vasconcelos,315.908.264-42,1974-08-15,13178.47,Norte
943,Brayan Abreu,890.473.162-31,2001-09-15,11928.1,Sul
944,Ana Julia da Costa,783.219.650-59,1992-02-27,17378.28,Sudeste
945,Isaque Barros,978.350.216-68,1994-11-13,12521.05,Norte
946,Thomas Cunha,682.450.971-01,1959-03-24,12518.81,Sul
947,Srta. Eloá Marques,076.148.539-20,1960-06-06,7033.1,Centro-Oeste
948,Vicente Nunes,248.576.910-94,1961-10-30,8574.6,Norte
949,Gabriel Abreu,081.739.264-50,1970-01-08,13659.83,Nordeste
950,Ana Liz Brito,572.184.369-19,1949-10-28,2295.27,Nordeste
951,Sr. Miguel Cardoso,872.914.560-02,1945-08-01,10616.04,Sudeste
952,Pietro Camargo,472.190.356-16,1952-08-04,2519.34,Sudeste
953,Maria Helena Silveira,126.485.930-98,2002-09-01,19350.62,Sudeste
954,Oliver Fernandes,712.534.968-46,1945-12-08,6924.51,Sudeste
955,Fernando Correia,807.965.341-01,1973-10-13,9350.72,Sudeste
956,Sr. Pietro Sampaio,382.045.791-79,1978-03-12,17177.52,Sul
957,Carlos Eduardo Pastor,428.710.953-88,1976-09-18,1336.07,Nordeste
958,Aurora Correia,614.538.972-91,1999-02-18,13353.82,Centro-Oeste
959,Luiza Garcia,135.742.860-07,1991-05-24,8342.76,Sul
960,Lucas Gabriel Monteiro,203.174.986-22,1955-06-11,15834.47,Nordeste
961,Maria Flor Garcia,816.732.509-12,1970-05-09,5023.35,Centro-Oeste
962,Raul Aparecida,253.408.197-79,1957-09-26,15330.82,Norte
963,Arthur Porto,619.380.274-69,1950-01-04,9176.41,Norte
964,Rebeca Fonseca,684.573.109-84,2005-04-26,3702.74,Norte
965,Anna Liz Correia,205.136.894-51,1999-11-14,15871.22,Centro-Oeste
966,Sara Caldeira,608.193.527-21,1972-10-08,4377.56,Sudeste
967,Mariah Cunha,879.256.304-00,1954-01-25,12742.98,Sudeste
968,Sra. Ana Luiza Vieira,352.916.840-89,1944-10-24,19937.24,Norte
969,Vitor Peixoto,284.693.071-69,1991-06-30,5420.27,Sudeste
970,Carlos Eduardo Lima,895.724.306-29,1965-09-30,6818.82,Sudeste
971,Sophia Pereira,628.159.304-98,1966-01-11,13458.75,Nordeste
972,Rebeca Vasconcelos,270.931.854-79,1964-02-14,3483.5,Sudeste
973,Levi Porto,027.156.384-26,1988-02-28,8691.17,Sul
974,Sr. Cauã Peixoto,541.672.308-44,1959-05-30,7730.49,Centro-Oeste
975,Caleb Almeida,274.680.153-17,1959-11-20,8868.47,Sul
976,Sra. Luna Moreira,817.204.935-88,1945-06-03,8354.5,Sul
977,Josué Lopes,036.475.928-38,1966-03-08,1209.59,Nordeste
978,João Pedro Moreira,564.892.130-60,1963-01-18,3542.27,Sul
979,Guilherme Cavalcante,403.251.678-26,2007-02-25,1364.65,Sul
980,Luísa Freitas,473.612.085-17,1953-08-27,15445.51,Nordeste
981,Ísis Porto,018.652.743-80,1988-06-04,4604.2,Sul
982,Ravy Moreira,623.157.048-71,1968-04-23,5088.84,Sul
983,Fernanda Fonseca,369.145.827-00,1951-11-12,16851.76,Sul
984,Aylla Cavalcante,426.305.798-83,1962-09-02,19541.6,Nordeste
985,Luna Freitas,607.985.123-77,1974-07-02,2227.72,Sudeste
986,Stephany Pires,379.485.012-23,1972-12-06,8056.76,Norte
987,Eduarda Araújo,045.289.163-98,1964-05-26,11411.23,Sul
988,Sr. Mathias Silva,025.374.986-74,1994-11-01,17042.78,Sul
989,Ian Jesus,192.573.684-91,1959-04-14,10276.58,Sudeste
990,Dra. Daniela Câmara,693.021.854-51,1977-03-30,17428.55,Sudeste
991,Vinícius Pereira,598.726.301-86,2002-05-06,13382.5,Centro-Oeste
992,Luana Sales,761.354.829-55,1973-01-01,8141.88,Sudeste
993,Otávio Souza,690.875.321-21,1998-08-23,17331.74,Nordeste
994,Lara Pimenta,408.527.916-58,1962-10-20,15915.31,Sul
995,Sophie Cavalcanti,842.675.193-82,1969-02-05,3529.76,Norte
996,Kamilly Azevedo,415.639.782-37,1946-07-06,13515.15,Norte
997,Breno Cassiano,801.465.379-39,1959-12-08,14074.56,Sudeste
998,Ana Guerra,036.581.729-59,1965-07-22,2451.92,Norte
999,Maria Clara da Mota,938.105.764-84,1985-01-30,16976.56,Nordeste
1000,Maria Novais,274.985.613-28,1957-12-02,5808.11,Sul
